id,Peptides,Unique peptides,Sequence coverage [%],Mol. weight [kDa],Q-value,Score,Intensity,MS/MS count,Protein ID,Log2 enrichment,Log10,T-test Significant,Test statistic,Sample_1_Control,Sample_2_Control,Sample_3_Control,Patient_1,Patient_2,Patient_3
1450,5,5,29.6,13.742,0,17.421,2007000000,41,113,-0.488679,0.48358,,-1.16448,26.8934,27.6923,26.4197,27.2122,26.7806,26.7806
1527,5,5,7.1,116.95,0,18.698,70214000,12,232,-0.490947,0.94906,,-2.2257,21.9279,22.2814,21.3445,21.7927,21.704,21.704
1265,11,11,32,46.637,0,83.261,304070000,60,605,-0.491379,1.18387,,-2.84303,24.4904,24.4553,24.185,23.73,24.0294,24.0294
2124,18,18,48.1,55.21,0,120.11,1111000000,125,449,-0.492292,1.38126,+,-3.42907,26.2385,26.4497,25.7039,26.0234,25.8281,25.8281
1051,29,17,46.1,70.67,0,323.31,10029000000,325,1032,-0.495541,0.901679,,-2.10967,29.3698,29.7974,28.8714,29.332,29.0607,29.0607
1749,5,5,11.7,76.12,0,25.163,52520000,13,409,-0.497227,0.838561,,-1.95879,22.0692,22.5955,21.7135,22.0847,21.7072,21.7072
142,13,13,38.2,54.626,0,186.75,701210000,97,800,-0.49762,0.767885,,-1.79429,25.5501,25.6707,24.6939,25.3789,25.2656,25.2656
826,5,5,20.2,39.124,0,41.773,48005000,11,171,-0.502112,0.250061,,-0.649585,20.8535,22.859,21.3781,21.6058,21.0785,21.0785
15,4,2,10.9,48.839,0,39.791,41802000,6,594,-0.502744,0.437402,,-1.06431,21.307,22.4817,21.1171,21.5404,21.5173,21.5173
1185,7,7,60,17.818,0,127.24,4526200000,78,334,-0.503365,0.336555,,-0.843841,28.0694,28.7518,27.2375,28.6754,27.8088,27.8088
1220,5,5,20.6,39.157,0,43.533,72194000,18,714,-0.503962,0.698827,,-1.63742,22.367,22.8226,21.9259,22.4866,21.8598,21.8598
1460,7,7,42.9,17.965,0,137.1,4831400000,72,936,-0.50511,0.853258,,-1.99356,28.2311,28.8338,27.8555,28.1643,28.0622,28.0622
136,30,28,55,73.243,0,285.54,3275700000,239,605,-0.511799,0.530594,,-1.26655,27.4914,27.9763,26.7331,27.7029,27.2302,27.2302
1930,6,6,87.2,10.135,0,29.655,474320000,39,469,-0.512314,1.36556,+,-3.37984,24.9869,25.1907,24.479,24.4709,24.7796,24.7796
1136,7,7,24.2,51.169,0,24.869,87977000,16,748,-0.516529,0.529971,,-1.26519,22.3238,23.3692,22.2673,22.5158,22.2069,22.2069
1568,8,7,30.5,35.816,0,47.488,221180000,33,774,-0.517181,0.877181,,-2.05063,24.2186,24.445,24.1205,23.4842,23.8391,23.8391
1148,9,9,74.2,14.515,0,213.12,3270200000,121,841,-0.52156,0.672472,,-1.57841,27.6163,28.3071,27.1642,27.4363,27.72,27.72
1031,7,2,24.7,21.865,0,22.835,3449200000,59,202,-0.522659,0.919736,,-2.15359,28.0001,28.2837,27.6007,27.9212,27.3359,27.3359
495,19,19,13.4,245.44,0,93.978,495530000,79,10,-0.524535,0.942691,,-2.20996,25.3311,25.3661,24.6041,25.1886,24.6794,24.6794
1842,12,12,43.6,34.93,0,89.278,1257900000,111,836,-0.525468,0.404212,,-0.992141,26.4131,26.5973,25.3862,26.7584,25.7946,25.7946
978,18,18,66.2,34.273,0,303.55,4667300000,174,149,-0.531173,0.488662,,-1.1755,28.1694,28.6963,27.3057,28.3779,28.0214,28.0214
1281,85,83,48.7,270.63,0,323.31,8283900000,644,296,-0.532238,0.71047,,-1.66363,29.0456,29.3145,28.2109,29.0179,28.7146,28.7146
1743,14,14,42.2,42.502,0,323.31,1811600000,140,40,-0.532674,0.428301,,-1.04454,26.3594,27.0687,25.5228,26.6413,26.3799,26.3799
1411,4,4,39.9,16.537,0,36.761,381580000,29,832,-0.532777,0.444015,,-1.07866,25.4626,24.5191,23.9344,24.6155,24.8243,24.8243
1445,12,12,53.8,17.695,0,40.461,4040100000,111,759,-0.533854,0.552681,,-1.31463,27.9709,28.6535,27.3898,28.2317,27.7136,27.7136
1641,8,7,26.9,54.19,0,16.706,296300000,28,177,-0.534864,0.738445,,-1.72699,24.1116,24.2746,23.2214,24.028,23.7254,23.7254
894,3,3,21.3,26.131,0,9.0464,39096000,4,442,-0.535656,0.377338,,-0.933479,21.1682,22.6702,21.1932,21.5167,21.4408,21.4408
690,3,3,28.1,17.502,0,39.694,46703000,12,1042,-0.540981,1.12524,,-2.6816,22.3043,22.1287,21.4,21.9061,21.7204,21.7204
1036,7,7,25.7,42.981,0,57.983,192960000,31,789,-0.542914,0.478699,,-1.1539,23.0705,24.0503,22.8099,23.4764,22.7661,22.7661
527,8,8,54.6,12.201,0,51.938,2978900000,68,119,-0.544137,0.469979,,-1.13499,27.4965,28.2305,26.8081,27.8631,27.2868,27.2868
517,9,8,12,113.93,0,23.275,169290000,40,1037,-0.548764,0.526045,,-1.25666,23.132,23.4571,22.1208,23.2128,22.9039,22.9039
1407,8,8,55.1,15.798,0,18.982,3419000000,72,270,-0.550701,0.455046,,-1.1026,27.6986,28.4974,27.0825,28.1368,27.4226,27.4226
1831,27,27,34.8,123.03,0,180.72,648560000,128,919,-0.551141,0.624923,,-1.47294,25.5835,26.0531,25.0708,25.7752,24.9556,24.9556
714,9,9,39.1,17.546,0,58.922,2534000000,117,554,-0.553197,0.577497,,-1.3688,26.9303,27.6192,26.2442,27.027,26.8935,26.8935
1536,35,35,30.7,166.62,0,244.39,2491500000,219,878,-0.553446,0.545774,,-1.29958,27.0718,27.8228,26.4071,27.2253,27.0493,27.0493
2125,6,6,40,12.254,0,37.961,2379800000,76,575,-0.55523,0.560752,,-1.33222,27.1855,27.8008,26.5276,27.4459,26.8401,26.8401
1905,3,3,23.6,22.704,0,5.4803,62889000,11,777,-0.556531,1.01005,,-2.37894,22.324,22.883,22.209,21.9397,21.9923,21.9923
895,5,5,33,19.952,0,6.8586,104490000,12,898,-0.556636,0.586138,,-1.38771,22.3835,23.4117,22.4369,22.4288,22.1573,22.1573
1449,8,8,61.4,14.865,0,48.681,1533700000,50,661,-0.557974,0.564974,,-1.34144,26.7273,27.3432,26.1074,26.9998,26.3247,26.3247
1581,15,14,45.5,52.164,0,113.5,830150000,107,903,-0.559919,1.24658,,-3.0218,26.0025,26.4621,25.6544,25.775,25.5879,25.5879
975,23,23,65.1,36.112,0,323.31,2671700000,180,530,-0.560194,0.724771,,-1.69595,27.4775,27.9556,26.7704,27.5153,27.1835,27.1835
1058,20,20,53.5,55.804,0,112.29,1581800000,128,882,-0.560371,0.812711,,-1.89811,27.0961,27.0081,26.9432,26.2209,26.311,26.311
1477,16,11,53.7,35.924,0,303.48,4503900000,132,97,-0.56045,0.699557,,-1.63906,28.4431,28.8372,27.7005,28.5219,28.0166,28.0166
1256,16,16,16.6,144.5,0,129.21,359660000,73,119,-0.561316,0.642723,,-1.51229,25.0166,24.541,23.8413,24.6976,24.1134,24.1134
1624,6,6,11.8,87.133,0,14.086,65778000,17,318,-0.566249,0.768189,,-1.79499,22.3307,23.097,22.3417,22.1146,21.9865,21.9865
732,5,5,61.2,17.723,0,48.789,2294700000,58,1002,-0.566958,0.71787,,-1.68034,27.5631,27.6779,26.5435,27.2278,27.3893,27.3893
1027,6,6,35.8,27.872,0,9.4798,150050000,25,639,-0.567092,1.11974,,-2.66671,23.6614,23.3426,22.7191,23.1879,22.8977,22.8977
499,3,3,13.7,46.665,0,52.097,42248000,9,247,-0.56906,0.637778,,-1.50134,22.0878,22.2648,22.1854,21.3247,21.3116,21.3116
1746,5,5,54.5,12.405,0,41.084,425190000,35,1000,-0.570099,1.13467,,-2.7072,24.7981,25.2306,24.3907,24.2952,24.6468,24.6468
1104,9,9,36.4,12.538,0,15.087,1449000000,50,863,-0.573979,0.491478,,-1.18161,26.7427,27.1344,25.7332,26.9759,26.3846,26.3846
1446,11,11,35.3,28.68,0,204.27,4492800000,126,247,-0.584104,0.5408,,-1.28875,28.089,28.8729,27.4015,28.3236,27.9654,27.9654
2039,8,7,33.3,27.893,0,14.95,238890000,46,278,-0.58531,1.01401,,-2.38903,24.264,24.151,23.3255,23.9676,23.5735,23.5735
480,12,10,6.1,308.77,0,15.135,140570000,21,950,-0.587214,0.819833,,-1.91477,23.5191,23.7216,22.7205,23.4822,22.8967,22.8967
571,6,6,27.6,48.876,0,38.337,61994000,8,958,-0.591716,0.36553,,-0.907615,21.5133,23.2545,21.8315,21.6953,21.8498,21.8498
1279,10,10,61.3,15.747,0,13.076,2483800000,74,1005,-0.59219,0.349644,,-0.87271,27.2636,28.02,26.2306,27.8865,27.0318,27.0318
710,29,22,47.1,69.086,0,182.28,4307400000,247,406,-0.594906,0.695833,,-1.6307,28.0169,28.4323,27.2659,28.1233,27.4999,27.4999
1886,3,3,7.6,65.913,0,14.497,50009000,14,717,-0.595965,0.8655,,-2.02269,22.211,22.2111,21.3714,22.0712,21.4027,21.4027
1500,5,5,28.2,36.844,0,15.254,87182000,21,49,-0.597969,0.759136,,-1.77422,22.4124,22.8547,21.5861,22.1963,22.3242,22.3242
1006,8,6,40.9,25.486,0,52.838,460310000,54,12,-0.599114,1.26597,,-3.07841,24.8996,25.3185,24.341,24.6484,24.5404,24.5404
1756,8,8,20.3,63.836,0,81.415,122070000,25,1041,-0.600919,0.588308,,-1.39246,22.9012,23.6695,22.1988,23.0312,22.8231,22.8231
501,25,25,32.7,139.09,0,153.34,480180000,87,457,-0.602723,0.619461,,-1.4609,24.8279,25.4246,24.1305,25.0387,24.4013,24.4013
1097,13,3,41.4,40.089,0,142.98,259250000,52,381,-0.604833,0.86225,,-2.01495,24.4337,24.76,23.5669,24.2043,24.2049,24.2049
889,22,22,57.8,52.642,0,224.87,3817100000,196,226,-0.608162,0.496046,,-1.19152,27.5459,28.2109,26.5845,27.6885,27.5378,27.5378
1011,6,4,33.7,31.279,0,13.277,165570000,14,841,-0.608246,1.5318,+,-3.92692,23.9044,23.8981,23.3736,23.4485,23.057,23.057
1021,29,29,37.8,113.08,0,108.55,1055200000,108,291,-0.61,1.06789,,-2.52861,26.3649,26.6399,26.2152,25.8187,25.6433,25.6433
1429,3,3,46.4,6.6767,0.00058789,3.4267,461890000,10,1016,-0.61278,0.800691,,-1.8701,24.8377,25.5868,24.3849,24.8425,24.571,24.571
1669,6,6,26.4,34.994,0,14.718,201210000,31,546,-0.613916,1.71578,+,-4.60633,24.2448,24.3857,23.7527,23.8339,23.5175,23.5175
1278,8,8,38.8,18.565,0,36.605,3217100000,77,663,-0.615923,0.576417,,-1.36644,27.9461,28.2227,26.8579,28.0326,27.515,27.515
1404,21,21,67.8,29.945,0,195.45,5576300000,182,717,-0.620689,0.636747,,-1.49906,28.4041,29.0545,27.597,28.4454,28.2833,28.2833
1467,6,3,64,10.366,0,168.35,573230000,42,358,-0.621546,1.39186,+,-3.46258,25.4908,25.284,24.6172,25.0155,24.6649,24.6649
1455,10,10,40.6,24.831,0,102.63,4333100000,143,311,-0.621665,0.522985,,-1.25001,28.276,28.6383,27.1584,28.4358,27.9123,27.9123
1390,5,5,29.4,13.373,0,14.98,2736300000,59,189,-0.622012,0.80121,,-1.87131,27.4123,28.0131,26.7294,27.3749,27.1678,27.1678
2094,20,20,65.7,43.786,0,198.96,2256100000,179,422,-0.622546,1.55709,+,-4.01544,27.5353,27.8689,27.0901,27.1983,26.9503,26.9503
1513,5,5,19.5,29.096,0,27.55,193490000,35,929,-0.622568,3.22373,+,-15.3771,23.8072,23.8809,23.267,23.1927,23.2047,23.2047
1440,20,20,50.8,29.995,0,263.21,9393800000,182,288,-0.625509,0.522011,,-1.24789,29.2876,29.8935,28.3858,29.5845,28.9247,28.9247
713,11,11,19,104.93,0,46.444,316960000,41,663,-0.626905,0.861704,,-2.01364,24.2389,24.6673,23.4164,23.9797,24.0824,24.0824
1587,18,15,16.7,158.17,0,237.85,334290000,58,378,-0.628327,0.750689,,-1.7549,24.2585,24.9335,23.5747,24.1964,24.1319,24.1319
838,16,16,31.3,85.852,0,314.48,724340000,96,143,-0.628507,1.11093,,-2.64296,25.7335,26.3269,25.387,25.2924,25.5257,25.5257
1304,4,4,21.4,13.293,0,4.7772,1014800000,22,604,-0.630186,0.549658,,-1.30804,26.0391,26.6759,25.1813,26.305,25.6956,25.6956
1156,10,10,44.5,24.261,0,68.687,4125300000,92,713,-0.633906,0.583711,,-1.3824,28.0572,28.7047,27.3137,28.3282,27.5993,27.5993
1248,10,10,38.9,23.577,0,21.696,2549600000,76,566,-0.634737,0.537754,,-1.28212,27.4318,27.8268,26.3467,27.6141,27.023,27.023
1900,6,6,24,49.419,0,42.13,249870000,44,657,-0.635132,0.782366,,-1.82764,24.3774,24.3687,23.2753,24.2076,23.7309,23.7309
1111,28,28,38.9,76.613,0,323.31,8835000000,292,547,-0.636002,1.66723,+,-4.41879,29.5094,29.8941,29.0466,29.0791,29.0714,29.0714
1408,7,7,67.4,10.275,0,127.16,1599600000,50,318,-0.637093,0.483321,,-1.16392,26.5955,27.5903,25.9384,27.0164,26.4126,26.4126
188,24,24,17.5,216.04,0,323.31,508700000,103,275,-0.637511,0.395315,,-0.972749,24.6804,25.6675,23.7095,25.0787,24.8212,24.8212
1277,17,17,45.1,34.362,0,114.18,5436100000,182,684,-0.638234,0.83838,,-1.95836,28.6154,29.0121,27.854,28.6089,28.0637,28.0637
1106,16,16,47.6,29.225,0,54.167,5495200000,158,614,-0.640824,0.485467,,-1.16858,28.5347,28.9612,27.4427,28.8452,28.0334,28.0334
1436,4,4,54.6,13.281,0,40.531,2081100000,68,710,-0.642067,2.08703,+,-6.27147,27.1476,27.2606,26.4302,26.6794,26.5766,26.5766
1400,11,5,44.1,42.613,0,156.08,1037100000,104,868,-0.642482,1.4595,+,-3.68181,26.1616,26.5556,25.5737,25.759,25.8157,25.8157
741,9,9,45.9,33.901,0,179.48,618850000,74,374,-0.643631,2.16152,+,-6.66215,25.6949,25.6937,24.9903,25.1994,24.9622,24.9622
1813,30,30,49.6,82.431,0,245.92,1657500000,202,363,-0.643896,0.724818,,-1.69606,26.6755,27.2586,25.9146,26.7493,26.3055,26.3055
673,8,8,17.2,84.69,0,73.745,100500000,18,328,-0.648633,0.672432,,-1.57832,22.7999,23.4991,22.5975,22.8706,22.0345,22.0345
1456,11,11,56.7,20.252,0,62.593,2886400000,60,98,-0.649288,0.627247,,-1.47807,27.701,28.015,26.6832,27.8115,27.1314,27.1314
986,12,12,60.8,29.464,0,168.47,3505900000,124,923,-0.651211,1.62002,+,-4.24224,28.4521,28.544,28.0517,27.8385,27.6504,27.6504
1425,11,11,57.5,16.445,0,31.773,2748100000,101,93,-0.653012,0.671245,,-1.57568,27.3627,28.1588,26.6648,27.3889,27.2695,27.2695
33,24,24,37.3,99.31,0,143.7,899020000,96,167,-0.658162,1.04616,,-2.47184,25.998,26.3538,25.2617,25.8621,25.4294,25.4294
1317,5,5,19.7,38.989,0,39.507,111980000,28,85,-0.658901,2.45667,+,-8.43722,23.3596,23.2493,22.7483,22.5989,22.5895,22.5895
271,5,5,22.2,34.812,0,13.033,50405000,12,193,-0.659972,0.944475,,-2.21436,22.0386,22.6351,21.78,21.8763,21.3744,21.3744
1219,6,6,20.4,39.681,0,66.64,107420000,25,112,-0.662451,0.988483,,-2.32422,22.8961,23.0436,21.9952,22.7237,22.2033,22.2033
1260,12,12,19.2,117.8,0,25.872,217200000,37,730,-0.664081,1.0063,,-2.36938,23.7423,24.4118,23.2251,23.4532,23.5606,23.5606
2096,10,10,48,28.068,0,133.7,928060000,61,395,-0.664299,1.23189,,-2.97933,26.1408,26.0983,25.1351,25.5051,25.7256,25.7256
28,6,6,36.6,15.197,0,38.921,2510000000,98,635,-0.664466,0.502441,,-1.2054,27.2298,27.9865,26.2323,27.4551,27.1436,27.1436
5,14,14,41.8,22.591,0,26.019,4936500000,122,194,-0.667053,0.502893,,-1.20638,28.3187,29.0812,27.3719,28.6414,28.0855,28.0855
1020,12,12,53.7,28.415,0,171.8,768870000,73,547,-0.667221,1.17803,,-2.82672,25.6338,26.1966,25.0898,25.2788,25.3754,25.3754
19,10,10,30.6,57.495,0,62.425,126160000,32,261,-0.668996,0.464859,,-1.12388,23.0859,23.8716,22.007,23.2231,23.1992,23.1992
1253,18,18,51.7,51.109,0,176.99,2963300000,165,679,-0.669946,0.736894,,-1.72346,27.7521,28.0497,26.726,27.7255,27.2414,27.2414
1784,10,7,25.3,55.272,0,61.32,292430000,52,115,-0.670179,0.654688,,-1.53882,24.5346,24.6701,23.3343,24.4933,23.969,23.969
293,7,7,51.9,12.701,0,63.111,2184300000,35,550,-0.671599,0.745607,,-1.7433,27.0557,27.8561,26.538,27.1554,26.6596,26.6596
45,10,10,52.1,19.586,0,122.64,4327200000,121,834,-0.671623,0.647736,,-1.5234,28.1573,28.7991,27.3194,28.3126,27.7877,27.7877
30,6,6,71.8,11.967,0,14.54,310170000,38,677,-0.673369,1.63216,+,-4.28709,24.4748,24.877,23.9625,23.9701,24.075,24.075
1172,54,2,54,138.35,0,323.31,4663700000,372,952,-0.67521,0.49452,,-1.18821,27.9911,29.0293,27.2237,28.3182,27.9631,27.9631
767,9,9,58.5,22.391,0,181.51,1382000000,59,594,-0.675909,0.72401,,-1.69423,26.5862,26.8546,25.4491,26.3935,26.2909,26.2909
1618,12,12,29.4,59.379,0,182.81,303360000,46,527,-0.67703,1.18663,,-2.85075,24.312,24.7058,23.6527,24.1181,23.7247,23.7247
478,6,6,48.4,14.558,0,33.552,3022800000,74,85,-0.682776,0.611842,,-1.44413,27.7669,28.1259,26.6737,27.889,27.2282,27.2282
1652,27,27,40,88.885,0,89.102,1634500000,163,1007,-0.682871,1.42998,+,-3.58497,26.8822,27.2936,26.2299,26.4923,26.4928,26.4928
1717,5,5,7.7,109.79,0,13.748,61578000,17,794,-0.68511,0.666628,,-1.56538,21.7516,22.6092,21.3126,21.9552,21.2179,21.2179
431,9,9,32.9,30.302,0,39.696,665040000,47,881,-0.685579,1.1317,,-2.69911,25.8034,26.0569,25.5922,25.1678,24.9736,24.9736
265,25,13,41,67.97,0,36.631,1196900000,103,1031,-0.686195,1.3249,+,-3.25456,26.5137,26.9532,25.9433,26.2529,25.9455,25.9455
111,4,4,7.5,94.702,0,8.8979,43377000,6,80,-0.691928,0.797134,,-1.86184,21.5521,22.5364,21.263,21.4172,21.3768,21.3768
668,10,10,13.9,64.532,0,218.2,2594800000,95,156,-0.692553,0.801312,,-1.87155,27.1936,28.1539,26.8355,27.0551,27.053,27.053
807,17,17,22.3,118.23,0,134.5,395620000,71,536,-0.693635,1.05497,,-2.4948,24.5615,25.2644,24.075,24.2885,24.2945,24.2945
1469,7,7,52.9,8.2178,0,30.791,1350500000,64,207,-0.695048,1.19046,,-2.86152,26.8903,27.0667,25.9291,26.5258,26.3955,26.3955
1564,18,18,40.1,58.848,0,245.92,985280000,113,184,-0.695403,1.00231,,-2.35922,25.9513,26.5648,25.3531,25.8388,25.496,25.496
1233,30,30,50.4,47.697,0,167.75,11395000000,304,133,-0.696453,0.593029,,-1.40281,29.5684,30.1699,28.6591,29.8237,29.0352,29.0352
198,10,10,67.5,16.273,0,32.02,2854500000,89,142,-0.69649,1.02979,,-2.42951,27.7207,28.2404,26.9882,27.5535,27.3105,27.3105
2109,7,7,24.9,46.939,0,30.234,75962000,14,206,-0.699126,0.918684,,-2.15103,22.6319,22.7638,21.5011,22.2396,22.2555,22.2555
1116,19,19,55,38.388,0,230.61,1534600000,136,842,-0.701379,0.603361,,-1.42548,26.4543,27.2332,25.5605,26.6071,26.2595,26.2595
426,11,11,54.9,15.616,0,117.06,4130200000,121,436,-0.703081,0.587838,,-1.39143,28.0382,28.7479,27.0954,28.249,27.7255,27.7255
1222,4,4,50.8,14.787,0,33.867,1151700000,44,363,-0.70806,0.87403,,-2.04308,26.2392,26.75,25.9556,26.0619,25.3421,25.3421
1428,10,10,57.2,17.718,0,33.742,2611200000,97,605,-0.708908,0.788669,,-1.84222,27.4626,27.9928,26.5509,27.4319,27.0736,27.0736
1244,25,25,52.9,46.108,0,168.12,10606000000,244,782,-0.710236,0.595549,,-1.40834,29.5759,30.0375,28.5375,29.7885,28.9633,28.9633
62,9,9,21.8,82.89,0,49.545,236560000,50,628,-0.713404,1.34114,+,-3.30422,24.0567,24.5422,23.4037,23.6846,23.6698,23.6698
663,11,9,26.1,76.039,0,61.069,585770000,65,369,-0.715232,0.958368,,-2.2488,25.227,25.6863,24.3594,25.0736,24.7912,24.7912
1994,13,11,19.5,87.343,0,29.911,382210000,46,199,-0.727228,0.911561,,-2.13366,24.4438,24.8872,23.8474,24.3758,23.5916,23.5916
2111,27,26,30.9,108.66,0,182.39,7096300000,282,496,-0.728915,0.727115,,-1.70126,28.5775,29.2185,27.6214,28.4955,28.3903,28.3903
1163,9,2,44,22.975,0,104.23,3360200000,113,216,-0.731524,0.602668,,-1.42396,27.73,28.3166,26.6773,27.9244,27.2736,27.2736
1262,5,2,41.7,9.461,0,13.167,2413400000,57,547,-0.731642,0.623692,,-1.47023,27.2761,27.9001,26.2251,27.3945,26.9498,26.9498
1939,9,9,15.5,73.964,0,14.4,131100000,21,993,-0.735533,0.761354,,-1.7793,22.8718,23.7383,22.4231,22.9649,22.3206,22.3206
29,18,18,22.2,138.68,0,47.436,648730000,64,221,-0.735924,0.876039,,-2.04789,25.2193,26.1805,24.9628,25.0029,24.9262,24.9262
1139,21,21,79,26.688,0,90.397,7290800000,196,341,-0.736213,0.771085,,-1.80164,28.8656,29.5243,27.981,28.8423,28.553,28.553
1274,2,2,4,73.457,0,4.9676,21201000,2,166,-0.737999,2.64721,+,-9.80739,21.2629,21.2078,20.6089,20.4316,20.4516,20.4516
1427,8,8,49.7,15.807,0,25.152,1668700000,48,255,-0.738406,0.765967,,-1.78988,27.0526,27.572,26.0872,27.0647,26.5699,26.5699
717,10,10,47.4,21.728,0,131.11,5768200000,83,653,-0.739506,0.513657,,-1.22975,28.6642,29.1541,27.4117,28.9487,28.1486,28.1486
1651,9,9,28,49.255,0,40.315,525970000,44,310,-0.7415,1.32384,+,-3.25133,25.0558,25.6023,24.4413,24.7148,24.6065,24.6065
1457,18,18,59.9,28.024,0,244.43,5300300000,158,66,-0.74182,0.512746,,-1.22777,28.4473,29.1487,27.3087,28.7691,28.0906,28.0906
1431,9,9,53.2,18.431,0,81.292,5110200000,97,340,-0.744604,0.604691,,-1.4284,28.3994,29.1982,27.4637,28.6103,28.0885,28.0885
769,12,12,55.3,16.714,0,71.285,2823200000,118,85,-0.745213,0.613815,,-1.44847,27.4462,28.2365,26.5789,27.7006,27.0089,27.0089
505,10,10,13.9,144.45,0,123.32,122930000,27,206,-0.746024,1.0722,,-2.53995,23.2479,23.207,22.0316,22.762,22.6507,22.6507
1511,22,21,29.4,103.43,0,111.46,2136800000,161,690,-0.75047,0.726492,,-1.69985,26.9127,27.4594,25.8308,26.7807,26.6952,26.6952
1534,18,18,50.3,32.728,0,161.68,9199900000,168,864,-0.753315,0.515419,,-1.23357,29.2689,29.8389,28.0568,29.591,28.754,28.754
711,6,6,26.4,23.134,0,75.954,2196600000,61,277,-0.754071,0.637973,,-1.50177,27.2446,27.8883,26.1656,27.3268,26.9448,26.9448
588,18,18,55.7,33.155,0,323.31,6076600000,231,712,-0.754335,1.18936,,-2.85843,28.883,29.238,28.2472,28.6377,28.0336,28.0336
1616,12,12,24.6,70.973,0,150.35,406750000,55,823,-0.75625,0.739381,,-1.72912,24.9219,25.1316,23.6258,24.7397,24.4459,24.4459
1089,16,16,52.6,31.324,0,174.65,5830700000,186,133,-0.756913,0.729414,,-1.70648,28.5992,29.2918,27.7462,28.7054,28.1141,28.1141
2147,9,8,25.2,56.578,0,78.461,153700000,33,952,-0.757595,1.19816,,-2.8832,23.3574,23.9004,22.8395,23.1104,22.664,22.664
447,6,6,18.2,46.977,0,20.821,92832000,25,808,-0.762804,0.54486,,-1.29759,22.0885,23.3024,21.6865,22.512,21.5994,21.5994
466,7,7,58.8,12.656,0,78.535,3053700000,62,112,-0.764672,0.71698,,-1.67833,27.9525,28.0526,26.6577,27.8725,27.1834,27.1834
1623,10,10,10.8,145.81,0,18.524,140240000,24,643,-0.766584,0.442315,,-1.07497,22.5361,23.612,21.5123,22.3155,23.0946,23.0946
1432,3,3,52.2,10.803,0,15.876,749310000,40,812,-0.76883,0.614005,,-1.44889,24.6885,26.1077,24.6361,24.5683,24.6834,24.6834
1954,16,15,23.4,113.15,0,104.62,287430000,75,407,-0.769383,0.995057,,-2.34084,24.607,25.1553,23.7322,24.4076,24.1957,24.1957
2006,27,27,7.3,632.81,0,61.015,265160000,48,141,-0.770657,0.551805,,-1.31272,23.6504,24.8593,23.0185,24.021,23.4131,23.4131
1451,4,4,37.4,13.015,0,50.119,2278700000,35,13,-0.773146,0.758438,,-1.77262,27.5122,27.8379,26.2793,27.3718,27.0548,27.0548
1443,21,21,62.7,29.597,0,219.39,7976800000,253,519,-0.77562,0.825035,,-1.92696,29.1876,29.5515,28.0463,29.0511,28.6844,28.6844
1154,11,11,31.3,54.416,0,61.265,304530000,59,957,-0.779066,1.16757,,-2.7976,24.6946,24.9087,23.6709,24.3865,24.0104,24.0104
1509,8,8,61.5,12.259,0,200.02,11205000000,107,536,-0.779713,0.626622,,-1.47669,29.2643,29.6333,27.9797,29.3475,28.68,28.68
840,21,21,42.2,62.942,0,240.75,907160000,122,876,-0.780748,1.72141,+,-4.62849,26.273,26.507,25.6761,25.7607,25.3909,25.3909
762,2,2,13.2,17.303,0.006326,1.5526,33758000,9,553,-0.782563,0.908611,,-2.12649,21.2796,22.1719,20.7003,21.0863,21.0431,21.0431
1863,11,11,36.2,44.961,0,20.159,294180000,46,23,-0.784291,0.817808,,-1.91003,24.306,24.6999,23.1758,24.1992,23.7809,23.7809
1853,5,5,23.3,28.048,0,17.852,149940000,21,609,-0.786475,1.44979,+,-3.64974,23.621,23.1208,22.4651,22.7458,22.5423,22.5423
1212,11,11,66.1,21.863,0,125.83,2443600000,61,288,-0.78885,0.7486,,-1.75013,27.3643,27.8389,26.6767,27.4244,26.3372,26.3372
1596,7,7,22.6,55.827,0,20.016,130770000,24,744,-0.789368,0.731458,,-1.71112,22.9094,24.0151,22.487,22.9927,22.539,22.539
1558,7,7,13,91.838,0,51.146,191770000,40,974,-0.79226,1.60393,+,-4.18335,23.9727,24.2187,23.3237,23.0717,23.515,23.515
1438,6,6,54.8,13.916,0,106.25,3375100000,80,266,-0.794023,0.599682,,-1.4174,27.4713,28.3458,26.4817,27.7017,27.1602,27.1602
295,2,2,5.9,48.956,0,7.3497,14487000,3,654,-0.794155,1.81689,+,-5.01765,21.4,20.9895,20.3913,20.459,20.3513,20.3513
821,16,16,40.3,58.32,0,45.966,475680000,67,115,-0.797668,0.660338,,-1.55138,24.9355,25.6083,23.8266,25.0173,24.5788,24.5788
137,5,5,20.5,41.361,0,37.518,67553000,11,255,-0.797675,0.913998,,-2.1396,22.2488,23.2232,21.8184,21.9532,22.0435,22.0435
1782,22,22,53.9,44.965,0,260.11,2529900000,124,911,-0.800342,1.11007,,-2.64065,27.7694,28.1251,26.7977,27.5271,27.1159,27.1159
1243,10,10,43.4,16.06,0,27.999,3239300000,96,569,-0.808157,1.28051,,-3.12128,27.8386,28.3258,27.0713,27.5501,27.2008,27.2008
1598,9,9,22.2,80.702,0,43.038,143270000,25,912,-0.809542,1.61855,+,-4.23685,23.5309,23.9109,22.715,22.9826,23.0364,23.0364
1464,12,6,20.7,98.117,0,34.921,148910000,39,435,-0.816442,1.30653,+,-3.19896,23.4361,24.0745,22.8304,23.0739,22.9122,22.9122
